rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
334,USC Upstate,BSth,6-26,99.19384514761309,307,115.1044188433908,330,0.15306218506708077,334,6.0,26.0,2.0,14.0,2-14,0.41172402469089614,0.4268484160110385,0.4055891570374331,0.41172402469089614,0.4268484160110385,0.4055891570374331,0.8856864395184723,0.8572940385110441,106.61366582672,108.36145824842349,106.61366582672,108.36145824842349,101.20742041604522,116.97535699473339,0.0,0.0,0.0,0.0,-0.10274190118047766,1197.0,1367.0,1161.3000000000002,1.0307414104882457,1.177129079479893,0.0,0.125,-20.95646362222091,356,349,72.98260486095859
335,Fairfield,MAAC,12-20,97.54427955296035,329,113.25822956853344,308,0.15216945447463395,335,12.0,20.0,8.0,12.0,8-12,0.32435389142170046,0.3694214047061987,0.2990862592141429,0.32435389142170046,0.3694214047061987,0.2990862592141429,0.9329020922769867,0.9077181026684648,102.08549131266379,109.10832244245624,102.08549131266379,109.10832244245624,98.70620164764344,114.46041469867653,0.0,0.0,0.0,0.0,0.050025002309468936,1352.0,1453.0,1331.4125000000001,1.0154629012421017,1.091322186024241,0.0,0.4,-16.872763299531428,324,61,66.1142476699779
336,Southern Indiana,OVC,10-20,98.74070043321203,313,114.85343360189,324,0.14952449519903538,336,10.0,20.0,5.0,15.0,5-15,0.2949405882006539,0.3484729961606871,0.26817438422063716,0.2949405882006539,0.3484729961606871,0.26817438422063716,0.9401562633216903,0.9136896992159886,101.61327310830674,109.39892497035979,101.61327310830674,109.39892497035979,97.09823142326627,116.31122188602372,0.0,0.0,0.0,0.0,-0.029237448497917873,1345.0,1475.0,1361.8250000000003,0.9876452554476528,1.083105391661924,0.0,0.25,-17.370751846979744,330,249,67.24656041166261
337,Morgan St.,MEAC,14-18,100.52488265288707,287,117.17303256485722,348,0.14649821643596442,337,14.0,18.0,7.0,7.0,7-7,0.27273917468357195,0.30593319170417566,0.22845240569680506,0.27273917468357195,0.30593319170417566,0.22845240569680506,0.9137415487068329,0.8700947353526228,102.34851056134491,110.99788296593668,102.34851056134491,110.99788296593668,102.64217652250467,118.20398948982684,103.27746686959009,129.20613524360604,0.070706746772031,2.0,-0.004114933344571969,1117.0,1128.0,1019.7124999999999,1.0954067935815244,1.106194147860304,0.0,0.5,-14.43378754036769,288,186,70.67502651813756
338,North Carolina A&T,CAA,7-25,96.60218610849364,337,112.82032801933363,304,0.1437182862109289,338,7.0,25.0,3.0,15.0,3-15,0.39975238465701163,0.4169882802880347,0.38921949727602434,0.39975238465701163,0.4169882802880347,0.38921949727602434,0.8871847527630553,0.8353526209466561,104.43633550335562,108.33104674802203,104.43633550335562,108.33104674802203,95.76406440072603,111.46307557761605,108.46325687395309,112.86892219964699,0.38748874866064037,2.0,-0.0580498495039124,1173.0,1326.0,1203.9,0.9743334163967107,1.1014203837528034,0.0,0.16666666666666666,-20.08268804641739,350,313,69.54133948561139
339,Wagner,NEC,14-16,93.10416487570413,359,108.78108413431602,227,0.14312014955473365,339,14.0,16.0,6.0,10.0,6-10,0.24536926302215878,0.2865373793728741,0.21008333017129888,0.24536926302215878,0.2865373793728741,0.21008333017129888,0.9236566710682311,0.8711340412234522,100.2312561193594,110.31817168927897,100.2312561193594,110.31817168927897,95.7225664227825,111.8621285802617,89.75441273279283,91.3330396642248,0.4500404638494125,1.0,0.00533576052014767,971.0,1025.0,979.5124999999999,0.9913094524061715,1.0464389173185642,0.0,0.375,-13.000124006182403,258,165,60.38468358286049
340,Bellarmine,ASun,5-26,103.43256790158495,228,121.0973773638388,359,0.14024413124752924,340,5.0,26.0,2.0,16.0,2-16,0.3652162257934885,0.38405793290546436,0.351608326212617,0.3652162257934885,0.38405793290546436,0.351608326212617,0.8857770579576915,0.835244423767432,104.76572146173075,109.60398486785726,104.76572146173075,109.60398486785726,103.5608368323869,120.86000923780206,110.01801744237177,114.74652814964989,0.3813229811419902,2.0,-0.16712035872587475,1306.0,1447.0,1212.1750000000002,1.0774021902778064,1.1937220285849814,0.0,0.1111111111111111,-21.325645254338387,359,363,66.51633285388567
341,Western Illinois,OVC,12-19,99.66531931655612,302,116.87277372553811,346,0.13804968303088633,341,12.0,19.0,6.0,14.0,6-14,0.28566503930610265,0.31535612485486886,0.26933494225428134,0.28566503930610265,0.31535612485486886,0.26933494225428134,0.9382933265434683,0.9111997570250299,101.22031901064474,109.18754216023319,101.22031901064474,109.18754216023319,99.37662834404958,117.26142737206536,0.0,0.0,0.0,0.0,0.011188544004921752,1344.0,1452.0,1325.2250000000001,1.014167405534909,1.0956630006225356,0.0,0.3,-16.218914441037843,316,148,64.63569319507086
342,Western Carolina,SC,8-22,95.63161805541156,345,112.43096106302409,296,0.13457345234540316,342,8.0,22.0,4.0,14.0,4-14,0.4119900060875776,0.41475644443010823,0.418485785704892,0.4119900060875776,0.41475644443010823,0.418485785704892,0.8619632576737587,0.7846066963765911,106.37429650796146,108.21764455763228,106.37429650796146,108.21764455763228,96.76441741840398,114.50109262891549,80.73982936741382,98.57950711983621,0.09147463443765393,2.0,-0.040742952755479345,1254.0,1466.0,1282.9499999999998,0.9774348181924473,1.1426789820335945,0.0,0.2222222222222222,-16.605901124786435,320,282,70.7256108598573
343,New Orleans,Slnd,4-27,99.63371298170082,304,117.38246725031914,351,0.13178414146550257,343,4.0,27.0,2.0,18.0,2-18,0.5294832406770905,0.6710930582836464,0.4515978409934848,0.5294832406770905,0.6710930582836464,0.4515978409934848,0.8126560498432436,0.6775170451432789,106.98176448939661,105.1063262573835,106.98176448939661,105.1063262573835,100.69894745881905,118.66707578160398,101.73523631857235,119.99937398764929,0.1302446553760083,5.0,-0.031543632940153304,1383.0,1596.0,1374.45,1.0062206700862162,1.1611917494270434,0.0,0.1,-19.41903199428777,342,257,69.45026100396758
344,Detroit Mercy,Horz,8-24,95.17953147763583,351,112.2584708285899,293,0.1303407427517164,344,8.0,24.0,4.0,16.0,4-16,0.42446426309332247,0.4593529588200129,0.405643147553359,0.42446426309332247,0.4593529588200129,0.405643147553359,0.8812359398855969,0.8186245802332756,106.64974658436691,109.07301172184678,106.64974658436691,109.07301172184678,94.75905044531592,111.69982583802194,90.94023609368207,95.2126176884584,0.37099183972644006,1.0,0.02453872327098852,1316.0,1509.0,1354.6375000000003,0.9714776093235273,1.1139511492927072,0.0,0.2,-18.84500048083824,336,120,67.29037829931458
345,Louisiana Monroe,SB,7-25,96.88999497286159,334,114.56207546628255,321,0.12711446951839322,345,7.0,25.0,3.0,15.0,3-15,0.3877890114373152,0.34796844754010253,0.4261498237774622,0.3877890114373152,0.34796844754010253,0.4261498237774622,0.9057690867966257,0.9105327259429075,104.1186567741883,108.05118606032941,104.1186567741883,108.05118606032941,98.20907550472663,115.99972557418296,0.0,0.0,0.0,0.0,-0.05750767738604856,1192.0,1411.0,1222.875,0.9747521210262701,1.153838290912808,0.0,0.16666666666666666,-20.730494617907027,353,312,67.99320631534151
346,Buffalo,MAC,9-22,95.86777967410384,342,113.53973988802173,312,0.12503348483836185,346,9.0,22.0,4.0,14.0,4-14,0.40015012019602747,0.4191914304164736,0.3863980628145942,0.40015012019602747,0.4191914304164736,0.3863980628145942,0.886144536582026,0.8399297529113882,105.87633114811537,108.85688919689638,105.87633114811537,108.85688919689638,95.91223234046974,113.5862693677431,92.55625989478526,119.45629847424009,0.050496261858287865,2.0,0.026325200643365188,1270.0,1455.0,1287.6875000000002,0.9862641362908312,1.129932534096976,0.0,0.2222222222222222,-17.20560726675707,329,113,70.87599186486588
347,Le Moyne,NEC,9-23,102.96854151668077,241,122.15372561226219,362,0.12294280620087841,347,9.0,23.0,4.0,12.0,4-12,0.3199440426480928,0.42210791644415085,0.21263952797772329,0.3199440426480928,0.42210791644415085,0.21263952797772329,0.9102774790788261,0.8552807270719982,101.57039226514637,108.72716117135178,101.57039226514637,108.72716117135178,104.95554277798561,125.69195726999632,93.65842728600624,117.40072949893984,0.06924822178081055,1.0,-0.05010417710001153,1176.0,1273.0,1098.2875,1.0707578844337207,1.1590771997314002,0.0,0.25,-19.06266178505034,339,297,68.87359857845081
348,West Georgia,ASun,6-25,96.9182615294424,333,115.1284127378178,331,0.12131115628208215,348,6.0,25.0,4.0,14.0,4-14,0.4013285706277277,0.4704059012076411,0.3514393874311234,0.4013285706277277,0.4704059012076411,0.3514393874311234,0.8927688021007657,0.8521111832803375,105.69209688402596,109.70407257100312,105.69209688402596,109.70407257100312,96.79142912531564,115.38061149975736,96.53256035198822,109.87113050432933,0.1841590856858644,1.0,-0.04996349607466272,1244.0,1417.0,1239.7625,1.0034179933656648,1.1429608493562275,0.0,0.2222222222222222,-20.39451802669253,352,296,68.31343610461172
349,Northern Illinois,MAC,6-25,94.40446869399915,353,112.23962834182115,291,0.12025170842549804,349,6.0,25.0,2.0,16.0,2-16,0.3775602886110619,0.3603274850802724,0.3900062022721876,0.3775602886110619,0.3603274850802724,0.3900062022721876,0.9046406612934061,0.8897883083944612,105.50113339403019,108.99605508476282,105.50113339403019,108.99605508476282,95.93069038986292,112.36931405776855,0.0,0.0,0.0,0.0,-0.08850052183030677,1262.0,1424.0,1281.125,0.9850717143135915,1.1115230754219925,0.0,0.1111111111111111,-20.817461249536432,355,340,69.13408996508441
350,Sacramento St.,BSky,7-25,95.45741373955562,346,113.91951111796729,315,0.11574691440058517,350,7.0,25.0,3.0,15.0,3-15,0.3769689784325308,0.35722943342071495,0.3993956750257539,0.3769689784325308,0.35722943342071495,0.3993956750257539,0.9055404654231342,0.8877370930831971,105.5359962762808,108.90893116301187,105.5359962762808,108.90893116301187,95.35479758705178,114.00705085772054,94.66885220536632,96.42094578245003,0.4474715776562069,1.0,-0.05185598681314557,1161.0,1327.0,1179.3875,0.9844092802408029,1.1251603056671364,0.0,0.16666666666666666,-20.77481655382483,354,300,65.6600046417128
351,Central Arkansas,ASun,9-24,97.39494500384383,330,117.36709064118219,350,0.10478805076063655,351,9.0,24.0,4.0,14.0,4-14,0.39059499117810503,0.4302930851177197,0.3601974679716988,0.39059499117810503,0.4302930851177197,0.3601974679716988,0.8685400281155268,0.7973729671862296,105.73123242208312,109.68265769635607,105.73123242208312,109.68265769635607,97.6225257255048,118.49532110409213,95.1663703952245,111.02884626414381,0.1451846263757759,3.0,-0.0001886757692881047,1242.0,1419.0,1217.3875,1.0202174738938916,1.165610785390847,0.0,0.2222222222222222,-18.32799333584619,334,179,66.56802983319596
352,NJIT,AE,6-25,94.25813206650147,354,113.78412178250282,314,0.10293250512488406,352,6.0,25.0,3.0,13.0,3-13,0.32238174361680877,0.36096850031958666,0.28620665920795446,0.32238174361680877,0.36096850031958666,0.28620665920795446,0.9185872340264506,0.8880086482722814,102.50137452409425,109.91098529097357,102.50137452409425,109.91098529097357,95.20066412474868,114.42000415223032,101.62974928283164,126.75046959492735,0.0730898897430505,1.0,-0.07993633215431206,1079.0,1208.0,1097.8,0.9828748405902715,1.1003825833485152,0.0,0.1875,-21.465866782886792,361,335,66.55192277209865
353,Stetson,ASun,8-24,98.92195778834383,311,119.78273306980114,358,0.09970509850630034,353,8.0,24.0,6.0,12.0,6-12,0.3582111950499462,0.406271365282878,0.3375801356757156,0.3582111950499462,0.406271365282878,0.3375801356757156,0.8914264583924644,0.8316007556982925,105.36919009895968,110.31306333181982,105.36919009895968,110.31306333181982,100.77843964485066,119.2523469140897,91.91851413693934,101.43090625362179,0.24370615427869388,2.0,-0.021554487196887462,1288.0,1447.0,1226.2625,1.0503460719054851,1.180008358732327,0.0,0.3333333333333333,-19.464447498074932,343,234,67.86822255488559
354,Canisius,MAAC,3-28,99.39363178369749,305,121.20287194075048,360,0.09267988829755172,354,3.0,28.0,3.0,17.0,3-17,0.38341671790829956,0.5642260839607688,0.28397156657944145,0.38341671790829956,0.5642260839607688,0.28397156657944145,0.8788373426127984,0.7486673780322332,103.15004681631565,107.2408426849551,103.15004681631565,107.2408426849551,97.93967281796245,119.36418573493684,79.77076798172241,115.76536665284478,0.013617403277750255,2.0,-0.09150621003218323,1312.0,1516.0,1324.4875,0.9905718249511604,1.1445936635868592,0.0,0.15,-23.160050040338653,364,341,66.44914728463368
355,Cal St. Fullerton,BW,6-26,91.93229653759832,362,112.42146123547408,295,0.08998416824766708,355,6.0,26.0,1.0,19.0,1-19,0.4732663586458093,0.47922270461849265,0.4696925510621995,0.4732663586458093,0.47922270461849265,0.4696925510621995,0.8462017887025477,0.802221708355482,106.70821377621496,106.10437272178741,106.70821377621496,106.10437272178741,89.10217649591706,113.67869312765535,88.2056014505115,116.50901623799516,0.03914957365613898,2.0,0.007478524874811432,1255.0,1638.0,1425.9125,0.8801381571449861,1.148738088767719,0.0,0.05,-19.473958574400747,344,160,68.35700604639727
356,Prairie View A&M,SWAC,5-27,96.30274585712323,338,117.9240291105479,354,0.08872902110709367,356,5.0,27.0,4.0,14.0,4-14,0.37776992885469096,0.6391452544148789,0.1998799169210874,0.37776992885469096,0.6391452544148789,0.1998799169210874,0.8592229287151563,0.7017451984425007,102.54677373222897,108.62462546690287,102.54677373222897,108.62462546690287,93.32458236876985,117.45615448962852,123.04145258249739,117.51979596245145,0.6290204741078451,4.0,-0.11043660578920128,1232.0,1343.0,1266.3125,0.9729036079166873,1.0605596959676225,0.0,0.2222222222222222,-21.18994038351473,358,353,70.54523434154304
357,New Hampshire,AE,8-24,94.05147674393106,355,115.19980985617099,332,0.08846708321191413,357,8.0,24.0,6.0,10.0,6-10,0.3207257691617545,0.3479881656169441,0.2880532870465045,0.3207257691617545,0.3479881656169441,0.2880532870465045,0.9168417733058567,0.8860403379954249,103.1996688059019,109.80090569260301,103.1996688059019,109.80090569260301,94.80001102065722,115.14917449464193,92.89160269305775,105.5724061100151,0.1867020528743305,1.0,-0.0031801378971377803,1067.0,1203.0,1085.4625,0.9829911212962216,1.1082833354445685,0.0,0.375,-20.346062744886886,351,183,67.89906515523427
358,Alabama A&M,SWAC,10-22,92.90763277692119,360,114.92185870648282,327,0.07977295071884484,358,10.0,22.0,6.0,12.0,6-12,0.2814217141263781,0.4013316063975365,0.1999007079679437,0.2814217141263781,0.4013316063975365,0.1999007079679437,0.9244589203483629,0.8629596428797595,100.88665949111473,111.01571468311215,100.88665949111473,111.01571468311215,93.55761407646409,113.84419970767537,79.62037335093291,110.42733020210338,0.022720435267662247,1.0,-0.032735965466652195,1295.0,1378.0,1326.6374999999998,0.9761521138969765,1.0387163034363194,0.0,0.3333333333333333,-18.70370327334884,335,263,70.99638148334591
359,Maryland Eastern Shore,MEAC,6-25,95.31465239280504,348,118.97783698606887,356,0.07241524320143813,359,6.0,25.0,2.0,12.0,2-12,0.3570148578841952,0.45589392043093624,0.23923076906362176,0.3570148578841952,0.45589392043093624,0.23923076906362176,0.8510369563762012,0.7536739768734968,105.11352966707987,108.52319407376781,105.11352966707987,108.52319407376781,92.41782743743977,118.80550643809411,88.92878315512903,112.12710179015161,0.06502987124780198,5.0,-0.09194060440184959,908.0,1045.0,930.8624999999998,0.9754394446011093,1.12261477930414,0.0,0.14285714285714285,-19.298011185175664,341,342,66.38410424657386
360,The Citadel,SC,5-25,93.96759810023647,356,117.59223368887231,352,0.07049311482542049,360,5.0,25.0,0.0,18.0,0-18,0.34420085991966237,0.2245102657568946,0.42574733953566124,0.34420085991966237,0.2245102657568946,0.42574733953566124,0.9128492382602891,0.9240772962988196,104.73525843867324,109.41402783766586,104.73525843867324,109.41402783766586,94.10693113129355,117.97740276724424,93.00473796583945,136.83513764465536,0.011653192616005864,1.0,-0.11032533432000444,1126.0,1383.0,1183.4750000000001,0.9514353915376327,1.168592492448087,0.0,0.0,-21.36715472727753,360,352,64.8146766392672
361,Chicago St.,NEC,4-28,92.76786480941473,361,116.3557305239056,343,0.06879513802861698,361,4.0,28.0,4.0,12.0,4-12,0.42069467461139315,0.641659651442669,0.2195521207255487,0.42069467461139315,0.641659651442669,0.2195521207255487,0.8470438455471441,0.7171612082615911,104.52526376048641,107.48166549258445,104.52526376048641,107.48166549258445,93.37689067616468,116.66735849034774,87.47773887259565,115.0905293449786,0.040900644731178944,3.0,-0.02603475288548532,1045.0,1171.0,1076.2375,0.9709752726512504,1.0880498031336021,0.0,0.25,-21.716195985200734,362,244,68.83167372030881
362,Arkansas Pine Bluff,SWAC,6-25,95.31337292224332,349,121.79454315568832,361,0.056284666954763626,362,6.0,25.0,3.0,15.0,3-15,0.31882927562962515,0.49553806391863564,0.19120626186533987,0.31882927562962515,0.49553806391863564,0.19120626186533987,0.8697487203709021,0.7316817058042887,101.33279092401641,109.21251876599474,101.33279092401641,109.21251876599474,94.10799873693185,120.62965205534202,96.10260383674041,129.6106469780415,0.031072608315372754,5.0,-0.07369970700156031,1271.0,1394.0,1290.6,0.9848132651479933,1.0801177746784443,0.0,0.16666666666666666,-20.00925222128813,349,328,71.83284720189674
363,Coppin St.,MEAC,6-24,88.02027029272834,363,112.59565335334815,297,0.05563428923327156,363,6.0,24.0,4.0,10.0,4-10,0.38227957237042703,0.5091991191263558,0.24169640630532974,0.38227957237042703,0.5091991191263558,0.24169640630532974,0.8758642641210465,0.7976140711449076,104.65721401343504,109.81326930256633,104.65721401343504,109.81326930256633,88.85634493564477,113.78456409867393,72.46064259934899,116.64289680732387,0.0041733845139948385,1.0,0.021055105952526132,942.0,1077.0,993.925,0.9477576275875946,1.0835827652991927,0.0,0.2857142857142857,-18.982518504119703,337,129,68.24969590999878
